series,Units,date,price
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2022-01-03,17.34
Fiji (40kg cylinder) ,Fiji dollar per cylinder,2022-01-03,154.14
Fiji (50kg cylinder) ,Fiji dollar per cylinder,2022-01-03,192.68
Fiji (LPG per kg wholesale),Fiji dollar per kg,2022-01-03,3.85
Gabon (12.5kg cylinder),XAF/cylinder,2022-01-03,5950.0
Ghana (based on biweekly price survey),GHS/kg,2022-01-03,8.266404318931826
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2022-01-03,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2022-01-03,122.0
Honduras (LPG 25lb),HNL/cylinder,2022-01-03,250.66666666666666
India (14.2 kg subsidized) - Mumbai ,INR/cylinder,2022-01-03,899.5
India (14.2 kg subsidized) - New Delhi ,INR/cylinder,2022-01-03,899.5
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2022-01-03,899.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2022-01-03,899.5
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2022-01-03,387.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2022-01-03,331.0
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2022-01-03,2.4990300000000003
Jamaica (Butane),JMD/liter,2022-01-03,82.7119
Jamaica (Propane),JMD/liter,2022-01-03,72.3112
Jordan (LPG - 12.5kg),JD/CY,2022-01-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2022-01-03,304163.63636363635
Malawi ,MWK/kg,2022-01-03,2175.0
Malaysia,RM/kg,2022-01-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2022-01-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2022-01-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2022-01-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2022-01-03,28.94
Mauritania (12kg cylinder),MRU/cylinder,2022-01-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2022-01-03,20.90269827851252
Mexico  - Mexico Region,peso/kg,2022-01-03,21.24910473972208
Mexico  - Mexico City,peso/kg,2022-01-03,21.890686326489
Mozambique,metical/kg,2022-01-03,71.02
Nepal (14.2 kg cylinders),NPR/cylinder,2022-01-03,1575.0
Nicaragua (LPG 25lb),córdobas/cylinder,2022-01-03,446.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2022-01-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2022-01-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2022-01-03,1800.0
Niger (per kg),XOF/kg,2022-01-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2022-01-03,3768.75
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2022-01-03,3929.0714285714284
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2022-01-03,3233.5782214112564
Peru (10kg),soles/cylinder,2022-01-03,53.93745539906129
Peru (15kg),soles/cylinder,2022-01-03,80.675
Peru (3kg),soles/cylinder,2022-01-03,17.02857142857143
Peru (45kg),soles/cylinder,2022-01-03,223.74143478260874
Peru (5kg),soles/cylinder,2022-01-03,28.02387640449439
Peru (Petroperu Calla district where Lima is),soles/gallon,2022-01-03,3.55
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2022-01-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2022-01-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2022-01-03,3259.0
South Africa - Gauteng Region,South African cents/kg,2022-01-03,3500.0
Syria (LPG subsidized 10kg),lira/cylinder,2022-01-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2022-01-03,26.038825806451612
Thailand (LPG cooking) - Retail Price,Baht/kg,2022-01-03,18.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2022-01-03,26.038825806451612
Thailand (LPG industry) - Retail Price,Baht/kg,2022-01-03,18.87
Thailand (LPG low income hh) - Ex-refinery Price,Baht/kg,2022-01-03,26.038825806451612
Thailand (LPG low income hh) - Retail Price,Baht/kg,2022-01-03,16.37
Togo (12.5kg bottle),XOF/cylinder,2022-01-03,6500.0
Togo (6kg bottle),XOF/cylinder,2022-01-03,3120.0
Uruguay,UYU/kg,2022-01-03,56.16
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2022-01-03,65.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2022-01-03,260.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2022-01-03,28.0
Zimbabwe,ZWL/kg,2022-01-03,222.32
Zimbabwe,USD/L,2022-01-03,2.05
Angola (LPG) ,kwanzas/kg,2022-02-03,100.0
Argentina (LPG),Argentine Peso per litre,2022-02-03,61.0133
Bangladesh (12kg cylinder),Tk/cylinder,2022-02-03,1240.0
Belize (100 lbs),BEL$/cylinder,2022-02-03,133.16
Belize (rural areas),BEL$/gallon,2022-02-03,6.53
Belize (urban areas),BEL$/gallon,2022-02-03,6.43
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2022-02-03,8800.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2022-02-03,4350.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2022-02-03,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2022-02-03,102.516
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2022-02-03,97.838
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2022-02-03,91.717
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2022-02-03,5500.0
Cabo Verde (per kg), ECV/Kg,2022-02-03,178.6
Cameroon (12.5kg cylinder),XAF/cylinder,2022-02-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2022-02-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2022-02-03,11323.2323232323
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2022-02-03,11233.8383838384
Congo (12.5kg cylinder),XAF/cylinder,2022-02-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2022-02-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2022-02-03,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2022-02-03,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2022-02-03,65.0
Egypt (LGP 25kg),EGP/cylinder,2022-02-03,130.0
El Salvador (10 lbs)- commercial,US$/cylinder,2022-02-03,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2022-02-03,4.61
El Salvador (20 lbs)- commercial,US$/cylinder,2022-02-03,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2022-02-03,8.98
El Salvador (25 lbs) - commercial,US$/cylinder,2022-02-03,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2022-02-03,11.13
El Salvador (35 lbs) - commercial,US$/cylinder,2022-02-03,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2022-02-03,15.5
French Guiana ,EUR per 12.5 kg bottle,2022-02-03,27.52
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2022-02-03,44.98
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2022-02-03,16.87
Fiji (40kg cylinder) ,Fiji dollar per cylinder,2022-02-03,149.94
Fiji (50kg cylinder) ,Fiji dollar per cylinder,2022-02-03,187.42
Fiji (LPG per kg wholesale),Fiji dollar per kg,2022-02-03,3.75
Gabon (12.5kg cylinder),XAF/cylinder,2022-02-03,5950.0
Ghana (based on biweekly price survey),GHS/kg,2022-02-03,8.84088882076923
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2022-02-03,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2022-02-03,122.0
Honduras (LPG 25lb),HNL/cylinder,2022-02-03,253.17399999999998
India (14.2 kg subsidized) - Mumbai ,INR/cylinder,2022-02-03,899.5
India (14.2 kg subsidized) - New Delhi ,INR/cylinder,2022-02-03,899.5
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2022-02-03,899.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2022-02-03,899.5
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2022-02-03,387.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2022-02-03,331.0
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2022-02-03,2.86785
Jamaica (Butane),JMD/liter,2022-02-03,86.8319
Jamaica (Propane),JMD/liter,2022-02-03,76.9862
Jordan (LPG - 12.5kg),JD/CY,2022-02-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2022-02-03,274811.1111111111
Malawi ,MWK/kg,2022-02-03,2175.0
Malaysia,RM/kg,2022-02-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2022-02-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2022-02-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2022-02-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2022-02-03,30.54
Mauritania (12kg cylinder),MRU/cylinder,2022-02-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2022-02-03,22.123257762066366
Mexico  - Mexico Region,peso/kg,2022-02-03,22.43672625901508
Mexico  - Mexico City,peso/kg,2022-02-03,23.04744480344563
Mozambique,metical/kg,2022-02-03,71.02
Nepal (14.2 kg cylinders),NPR/cylinder,2022-02-03,1575.0
Nicaragua (LPG 25lb),córdobas/cylinder,2022-02-03,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2022-02-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2022-02-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2022-02-03,1800.0
Niger (per kg),XOF/kg,2022-02-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2022-02-03,3814.6
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2022-02-03,3980.0
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2022-02-03,3260.0
Peru (10kg),soles/cylinder,2022-02-03,54.770656506448
Peru (15kg),soles/cylinder,2022-02-03,84.44142857142859
Peru (3kg),soles/cylinder,2022-02-03,17.366666666666667
Peru (45kg),soles/cylinder,2022-02-03,230.4396774193549
Peru (5kg),soles/cylinder,2022-02-03,29.14407766990291
Peru (Petroperu Calla district where Lima is),soles/gallon,2022-02-03,3.73
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2022-02-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2022-02-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2022-02-03,3134.0
South Africa - Gauteng Region,South African cents/kg,2022-02-03,3376.0
Syria (LPG subsidized 10kg),lira/cylinder,2022-02-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2022-02-03,27.055821428571427
Thailand (LPG cooking) - Retail Price,Baht/kg,2022-02-03,18.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2022-02-03,27.055821428571427
Thailand (LPG industry) - Retail Price,Baht/kg,2022-02-03,18.87
Togo (12.5kg bottle),XOF/cylinder,2022-02-03,6500.0
Togo (6kg bottle),XOF/cylinder,2022-02-03,3120.0
Uruguay,UYU/kg,2022-02-03,59.16
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2022-02-03,65.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2022-02-03,260.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2022-02-03,28.0
Zimbabwe,ZWL/kg,2022-02-03,234.15
Zimbabwe,USD/L,2022-02-03,2.03
Angola (LPG) ,kwanzas/kg,2022-03-03,100.0
Argentina (LPG),Argentine Peso per litre,2022-03-03,64.85
Bangladesh (12kg cylinder),Tk/cylinder,2022-03-03,1390.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2022-03-03,36.22
Belize (100 lbs),BEL$/cylinder,2022-03-03,149.4
Belize (rural areas),BEL$/gallon,2022-03-03,6.95
Belize (urban areas),BEL$/gallon,2022-03-03,6.85
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2022-03-03,9667.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2022-03-03,4733.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2022-03-03,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2022-03-03,109.31
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2022-03-03,104.189
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2022-03-03,98.628
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2022-03-03,5500.0
Cabo Verde (per kg), ECV/Kg,2022-03-03,177.1
Cameroon (12.5kg cylinder),XAF/cylinder,2022-03-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2022-03-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2022-03-03,11723.2323232323
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2022-03-03,11633.8383838384
Congo (12.5kg cylinder),XAF/cylinder,2022-03-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2022-03-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2022-03-03,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2022-03-03,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2022-03-03,75.0
Egypt (LGP 25kg),EGP/cylinder,2022-03-03,150.0
El Salvador (10 lbs)- commercial,US$/cylinder,2022-03-03,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2022-03-03,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2022-03-03,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2022-03-03,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2022-03-03,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2022-03-03,3.09
El Salvador (35 lbs) - commercial,US$/cylinder,2022-03-03,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2022-03-03,7.46
French Guiana ,EUR per 12.5 kg bottle,2022-03-03,27.68
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2022-03-03,47.63
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2022-03-03,17.86
Fiji (40kg cylinder) ,Fiji dollar per cylinder,2022-03-03,158.75
Fiji (50kg cylinder) ,Fiji dollar per cylinder,2022-03-03,198.44
Fiji (LPG per kg wholesale),Fiji dollar per kg,2022-03-03,3.97
Gabon (12.5kg cylinder),XAF/cylinder,2022-03-03,5950.0
Ghana (based on biweekly price survey),GHS/kg,2022-03-03,10.54781218748624
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2022-03-03,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2022-03-03,146.0
Honduras (LPG 25lb),HNL/cylinder,2022-03-03,238.13000000000002
India (14.2 kg subsidized) - Mumbai ,INR/cylinder,2022-03-03,899.5
India (14.2 kg subsidized) - New Delhi ,INR/cylinder,2022-03-03,899.5
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2022-03-03,899.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2022-03-03,899.5
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2022-03-03,411.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2022-03-03,331.0
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2022-03-03,2.96098
Jamaica (Butane),JMD/liter,2022-03-03,91.42840000000001
Jamaica (Propane),JMD/liter,2022-03-03,81.53569999999999
Jordan (LPG - 12.5kg),JD/CY,2022-03-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2022-03-03,304933.3333333333
Malawi ,MWK/kg,2022-03-03,2175.0
Malaysia,RM/kg,2022-03-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2022-03-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2022-03-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2022-03-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2022-03-03,30.71
Mauritania (12kg cylinder),MRU/cylinder,2022-03-03,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2022-03-03,25.27445742391764
Mexico  - Mexico Region,peso/kg,2022-03-03,24.32938324565524
Mexico  - Mexico City,peso/kg,2022-03-03,24.706008884415752
Mozambique,metical/kg,2022-03-03,80.49
Nepal (14.2 kg cylinders),NPR/cylinder,2022-03-03,1575.0
Nicaragua (LPG 25lb),córdobas/cylinder,2022-03-03,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2022-03-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2022-03-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2022-03-03,1800.0
Niger (per kg),XOF/kg,2022-03-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2022-03-03,3850.60946285169
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2022-03-03,4041.17647058824
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2022-03-03,3300.0
Peru (10kg),soles/cylinder,2022-03-03,55.181641975308736
Peru (15kg),soles/cylinder,2022-03-03,89.50999999999999
Peru (3kg),soles/cylinder,2022-03-03,17.672727272727272
Peru (45kg),soles/cylinder,2022-03-03,233.99880952380954
Peru (5kg),soles/cylinder,2022-03-03,29.607179487179486
Peru (Petroperu Calla district where Lima is),soles/gallon,2022-03-03,3.8
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2022-03-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2022-03-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2022-03-03,3204.0
South Africa - Gauteng Region,South African cents/kg,2022-03-03,3446.0
Syria (LPG subsidized 10kg),lira/cylinder,2022-03-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2022-03-03,29.990551612903225
Thailand (LPG cooking) - Retail Price,Baht/kg,2022-03-03,18.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2022-03-03,29.990551612903225
Thailand (LPG industry) - Retail Price,Baht/kg,2022-03-03,18.87
Togo (12.5kg bottle),XOF/cylinder,2022-03-03,6500.0
Togo (6kg bottle),XOF/cylinder,2022-03-03,3120.0
Uruguay,UYU/kg,2022-03-03,60.35
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2022-03-03,65.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2022-03-03,260.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2022-03-03,28.0
Zimbabwe,ZWL/kg,2022-03-03,268.11
Zimbabwe,USD/L,2022-03-03,2.07
Angola (LPG) ,kwanzas/kg,2022-04-03,100.0
Argentina (LPG),Argentine Peso per litre,2022-04-03,62.84
Bangladesh (12kg cylinder),Tk/cylinder,2022-04-03,1439.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2022-04-03,37.77
Belize (100 lbs),BEL$/cylinder,2022-04-03,149.59
Belize (rural areas),BEL$/gallon,2022-04-03,6.73
Belize (urban areas),BEL$/gallon,2022-04-03,6.63
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2022-04-03,9933.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2022-04-03,4942.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2022-04-03,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2022-04-03,113.513
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2022-04-03,107.742
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2022-04-03,101.746
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2022-04-03,5500.0
Cabo Verde (per kg), ECV/Kg,2022-04-03,177.1
Cameroon (12.5kg cylinder),XAF/cylinder,2022-04-03,6500.0
Central African Republic (36kg cylinder),XAF/cylinder,2022-04-03,500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2022-04-03,11859.595959596
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2022-04-03,11767.1717171717
Congo (12.5kg cylinder),XAF/cylinder,2022-04-03,6600.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2022-04-03,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2022-04-03,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2022-04-03,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2022-04-03,75.0
Egypt (LGP 25kg),EGP/cylinder,2022-04-03,150.0
El Salvador (10 lbs)- commercial,US$/cylinder,2022-04-03,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2022-04-03,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2022-04-03,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2022-04-03,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2022-04-03,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2022-04-03,3.09
El Salvador (35 lbs) - commercial,US$/cylinder,2022-04-03,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2022-04-03,7.46
French Guiana ,EUR per 12.5 kg bottle,2022-04-03,28.39
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2022-04-03,48.3
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2022-04-03,18.11
Fiji (40kg cylinder) ,Fiji dollar per cylinder,2022-04-03,161.0
Fiji (50kg cylinder) ,Fiji dollar per cylinder,2022-04-03,201.25
Fiji (LPG per kg wholesale),Fiji dollar per kg,2022-04-03,4.02
Gabon (12.5kg cylinder),XAF/cylinder,2022-04-03,5950.0
Ghana (based on biweekly price survey),GHS/kg,2022-04-03,11.095360565264773
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2022-04-03,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2022-04-03,122.0
Honduras (LPG 25lb),HNL/cylinder,2022-04-03,238.13000000000002
India (14.2 kg subsidized) - New Delhi ,INR/cylinder,2022-04-03,899.5
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2022-04-03,949.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2022-04-03,949.5
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2022-04-03,411.0
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2022-04-03,349.0
Israel (LPG) - prices at refinery gate excluding taxes and duties,ILS/kg,2022-04-03,3.19223
Jamaica (Butane),JMD/liter,2022-04-03,90.3469
Jamaica (Propane),JMD/liter,2022-04-03,79.47370000000001
Jordan (LPG - 12.5kg),JD/CY,2022-04-03,7.0
Lebanon (LPG 10kg),LBP/cylinder,2022-04-03,335636.36363636365
Malawi ,MWK/kg,2022-04-03,2640.0
Malaysia,RM/kg,2022-04-03,1.9
Malaysia (10 kg cylinder),RM/cylinder,2022-04-03,19.0
Malaysia (12kg cylinder),RM/cylinder,2022-04-03,22.8
Malaysia (14kg cylinder),RM/cylinder,2022-04-03,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2022-04-03,31.46
Mauritania (12kg cylinder),MRU/cylinder,2022-04-03,30.0
Mauritius (LPG 12kg),RS/cylinder,2022-04-03,240.0
Mauritius (LPG 5kg),RS/cylinder,2022-04-03,10.0
Mauritius (LPG 6kg),RS/cylinder,2022-04-03,120.0
Mexico  - Baja California Region (Tijuana),peso/kg,2022-04-03,24.770804641869532
Mexico  - Mexico Region,peso/kg,2022-04-03,23.73898884546399
Mexico  - Mexico City,peso/kg,2022-04-03,23.66695132743392
Mozambique,metical/kg,2022-04-03,80.49
Nepal (14.2 kg cylinders),NPR/cylinder,2022-04-03,1600.0
Nicaragua (LPG 25lb),córdobas/cylinder,2022-04-03,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2022-04-03,3750.0
Niger (3 kg cylinder),XOF/cylinder,2022-04-03,900.0
Niger (6 kg cylinder),XOF/cylinder,2022-04-03,1800.0
Niger (per kg),XOF/kg,2022-04-03,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2022-04-03,3990.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2022-04-03,3982.35294117647
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2022-04-03,3490.0
Peru (10kg),soles/cylinder,2022-04-03,53.81769745649264
Peru (15kg),soles/cylinder,2022-04-03,76.82659574468084
Peru (3kg),soles/cylinder,2022-04-03,17.31875
Peru (45kg),soles/cylinder,2022-04-03,228.69357575757576
Peru (5kg),soles/cylinder,2022-04-03,27.693545454545454
Peru (Petroperu Calla district where Lima is),soles/gallon,2022-04-03,3.77
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2022-04-03,18.85
Senegal (6kg cylinder),XOF/cylinder,2022-04-03,2885.0
South Africa - Coastal Regions,South African cents/kg,2022-04-03,3454.0
South Africa - Gauteng Region,South African cents/kg,2022-04-03,3696.0
Syria (LPG subsidized 10kg),lira/cylinder,2022-04-03,2500.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2022-04-03,31.711793333333336
Thailand (LPG cooking) - Retail Price,Baht/kg,2022-04-03,19.8667
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2022-04-03,31.711793333333336
Thailand (LPG industry) - Retail Price,Baht/kg,2022-04-03,19.8667
Togo (12.5kg bottle),XOF/cylinder,2022-04-03,6500.0
Togo (6kg bottle),XOF/cylinder,2022-04-03,3120.0
Uruguay,UYU/kg,2022-04-03,63.35
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2022-04-03,65.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2022-04-03,260.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2022-04-03,28.0
Zimbabwe,ZWL/kg,2022-04-03,337.96
Angola (LPG) ,kwanzas/kg,2022-05-03,100.0
Argentina (LPG),Argentine Peso per litre,2022-05-03,76.763333
Bangladesh (12kg cylinder),Tk/cylinder,2022-05-03,1335.0
